StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
01/03/2022 00:46,01/03/2022 00:56,0,100,546,1,01/03/2022 00:56,R_xDaMCpIraBLjiuJ,anonymous,EN,1,PR09 : Psychosocialising,4,5,4,2,3,1,5,1,2,4,3,2,4,4,1,2,1,2,4,3,2,1,4,2,4,3,4,1,2,4,3,4,2,4,4,2,2,3,4,3,2,4,5,2,4,4,1,4,2,3,3,5,3,4,3,4,4,2,3,2,,,,,,,,1
27/02/2022 16:40,01/03/2022 00:59,0,100,116296,1,01/03/2022 00:59,R_2thavqxvRYIYkd4,anonymous,EN,1,PR02 : Psych up your life!,4,4,2,4,4,4,4,2,4,4,2,2,4,4,4,4,2,4,3,4,4,1,2,4,4,2,4,4,2,4,4,5,4,4,2,3,1,4,4,3,4,4,5,5,2,3,1,1,2,4,2,5,4,5,2,4,4,2,2,4,35,2,,1,,2,1,3
01/03/2022 00:56,01/03/2022 01:04,0,100,515,1,01/03/2022 01:04,R_1KyaaYo7fQXt2k9,anonymous,EN,1,PR01 : Psyched,4,5,2,4,2,4,5,3,5,4,4,4,4,3,2,2,1,3,4,5,4,4,4,4,2,4,4,4,4,3,2,5,4,3,4,3,2,4,4,3,3,4,4,2,2,4,2,4,4,4,2,5,3,4,3,3,2,4,5,3,72,1,,1,,3,2,1
01/03/2022 01:20,01/03/2022 01:27,0,100,389,1,01/03/2022 01:27,R_2DNuIbEVBDvhcTi,anonymous,EN,1,PR12 : DSM IV,1,2,5,3,4,2,4,5,4,4,4,4,4,3,4,5,5,2,3,3,1,1,5,5,4,4,4,4,4,5,5,2,1,4,4,4,4,4,1,4,1,2,4,4,4,1,4,5,3,2,4,4,4,1,2,2,4,3,4,4,23,1,,4,,1,1,5
01/03/2022 01:27,01/03/2022 01:31,0,100,253,1,01/03/2022 01:31,R_9FuS4nF4kCdMr61,anonymous,EN,1,PR05 : untidyverse,5,4,3,2,2,4,5,3,4,4,2,4,4,4,4,1,4,5,4,4,5,2,4,2,2,3,2,2,2,5,4,4,2,5,4,2,5,4,4,4,3,2,4,4,1,4,2,2,1,1,2,4,4,4,2,4,4,4,4,4,21,2,,1,,3,2,1
01/03/2022 01:26,01/03/2022 01:32,0,100,369,1,01/03/2022 01:32,R_3O23MkJaEJvGEhu,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,4,1,2,4,3,5,1,4,3,1,1,4,1,3,3,1,4,3,2,3,1,2,2,4,3,4,2,4,3,2,4,4,3,3,3,1,4,1,3,4,3,4,4,3,4,1,1,3,4,3,4,5,1,4,4,4,1,2,2,,2,,1,,4,4,1
01/03/2022 01:25,01/03/2022 01:32,0,100,410,1,01/03/2022 01:32,R_30w4aUqWwiZ30tR,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",2,4,4,4,2,4,5,4,4,4,4,2,4,5,4,1,1,4,4,4,2,3,2,5,3,5,5,4,4,2,2,5,3,4,4,2,3,4,3,2,1,3,4,4,4,5,3,4,4,2,4,4,5,3,2,4,4,3,5,4,57,2,,1,,2,2,1
01/03/2022 01:25,01/03/2022 01:33,0,100,455,1,01/03/2022 01:33,R_vVPOTzDtg9t1gRP,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,5,4,4,4,5,5,1,5,5,2,2,5,2,5,2,1,4,3,3,2,2,1,5,2,2,5,4,5,4,2,5,2,2,3,1,1,4,1,5,4,4,5,5,1,4,1,4,4,1,4,5,5,1,3,4,5,2,2,5,53,,,1,,3,1,1
01/03/2022 01:28,01/03/2022 01:35,0,100,414,1,01/03/2022 01:35,R_UzGiETixyssOWEF,anonymous,EN,1,,3,5,2,3,2,4,5,3,4,5,3,4,5,4,4,2,2,4,4,2,4,1,5,3,4,1,4,3,3,3,5,4,5,5,2,3,5,5,3,5,3,5,5,2,3,5,2,1,1,4,4,5,5,4,3,4,2,4,5,4,24,2,,1,,1,2,2
01/03/2022 01:17,01/03/2022 01:35,0,100,1108,1,01/03/2022 01:35,R_3G6W6B1ytYtKLXp,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,5,4,2,5,2,5,3,3,3,2,5,5,4,1,2,4,4,5,1,2,1,4,3,1,2,5,2,2,2,2,5,2,5,1,5,1,3,3,4,1,4,5,2,2,3,3,4,1,4,3,5,5,4,1,3,3,1,2,4,49,2,,1,,2,3,2
01/03/2022 01:31,01/03/2022 01:36,0,100,259,1,01/03/2022 01:36,R_2xz9dTpE43tgv98,anonymous,EN,1,PR05 : untidyverse,3,3,2,2,3,3,5,2,3,4,1,3,4,3,3,3,1,4,2,3,3,2,3,4,2,2,4,2,2,2,4,3,4,2,4,3,4,5,2,3,4,2,5,3,1,4,1,1,2,2,2,5,4,2,2,4,4,2,4,3,18,2,,2,,1,1,1
25/02/2022 18:41,25/02/2022 18:50,0,100,587,1,25/02/2022 18:50,R_2xQ4Cm6YIDvfmQi,anonymous,EN,1,PR12 : DSM IV,4,4,2,1,2,2,5,3,4,4,2,2,4,2,2,4,5,5,5,5,2,1,5,3,1,4,5,3,2,1,5,4,4,5,5,4,1,4,3,4,2,2,3,5,1,3,1,2,1,3,3,5,4,3,1,4,4,2,2,3,26,3,Non-binary,4,,2,1,3
01/03/2022 01:34,01/03/2022 01:40,0,100,353,1,01/03/2022 01:40,R_1KlrqKOZiMfS0IC,anonymous,EN,1,PR06 : The Best Psychology Students (BPS),2,4,5,1,2,2,4,2,2,4,3,2,4,5,3,4,2,2,3,5,2,2,3,3,2,2,4,4,2,2,5,4,1,5,4,4,2,4,3,4,3,1,4,2,1,2,4,3,1,1,4,4,4,2,1,4,4,3,4,3,18,2,,2,,1,1,1
01/03/2022 01:39,01/03/2022 01:44,0,100,311,1,01/03/2022 01:44,R_1FM8qFAeNAOJ4m8,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",1,5,1,2,5,1,5,1,2,3,2,1,5,2,1,5,1,5,4,2,1,2,1,4,3,2,4,2,5,5,5,5,5,4,1,4,4,5,2,4,3,3,5,4,2,2,1,1,2,4,2,5,5,4,4,4,4,2,2,1,50,2,,1,,1,1,1
01/03/2022 01:42,01/03/2022 01:50,0,100,499,1,01/03/2022 01:50,R_1pRsMcTs8Zl0P1X,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,4,1,2,5,2,5,1,4,4,2,5,5,2,4,4,2,5,4,2,2,1,1,1,5,1,4,1,2,5,4,4,5,5,3,4,1,5,4,4,4,4,5,2,3,2,2,1,2,4,5,5,5,1,5,4,2,1,4,2,58,2,,1,,10,8,1
01/03/2022 01:55,01/03/2022 02:04,0,100,542,1,01/03/2022 02:04,R_1ozIIXP1uuC5Uj3,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",5,4,4,2,4,3,5,4,5,5,2,2,5,1,5,1,5,4,2,4,4,1,5,4,2,2,5,4,5,1,2,5,2,2,5,4,1,4,3,4,5,2,5,5,4,5,1,5,4,3,3,5,4,1,5,5,5,2,2,5,20,2,,1,,2,2,4
01/03/2022 01:56,01/03/2022 02:07,0,100,680,1,01/03/2022 02:07,R_21vnvEYh4eZqluW,anonymous,EN,1,PR07 : Pavlov's puppies,4,4,2,2,1,2,5,2,3,5,2,4,5,5,4,1,2,4,4,5,4,4,2,2,2,2,4,4,1,1,4,3,5,5,5,3,4,4,4,3,4,4,5,1,1,4,3,2,2,1,2,5,4,4,4,4,3,4,5,3,17,2,,2,,1,1,1
01/03/2022 02:07,01/03/2022 02:11,0,100,255,1,01/03/2022 02:11,R_24IYYfmvc50HNZk,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",3,4,3,3,2,3,4,3,2,5,4,4,4,5,2,3,2,4,3,5,3,4,4,3,1,3,4,4,2,3,4,4,2,4,5,4,1,3,5,5,5,4,5,2,4,3,2,4,2,2,3,5,4,5,2,5,4,4,4,3,29,1,,1,,1,1,4
01/03/2022 00:28,01/03/2022 02:12,0,100,6259,1,01/03/2022 02:12,R_T75IpZGBZBokHQJ,anonymous,EN,1,PR05 : untidyverse,3,3,1,4,4,3,5,3,5,3,2,4,4,3,4,3,1,4,3,2,4,2,2,3,1,2,2,1,3,1,3,2,4,4,3,2,4,4,4,3,4,3,4,4,1,3,2,1,1,3,2,5,4,3,3,4,3,2,4,5,19,2,,1,,3,1,1
01/03/2022 02:08,01/03/2022 02:13,0,100,286,1,01/03/2022 02:13,R_yz0MBjT2eoEKAdH,anonymous,EN,1,PR03 : The Co Dependant Variables,2,5,1,2,5,5,5,3,5,5,2,5,5,5,5,2,5,5,5,5,5,4,1,4,1,2,1,4,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,1,4,3,1,5,5,5,5,5,2,1,3,5,24,1,,1,,0,1,2
01/03/2022 02:02,01/03/2022 02:13,0,100,687,1,01/03/2022 02:13,R_31XCsVAJZS7ebhL,anonymous,EN,1,PR08 : Pink Freud,5,4,2,4,4,4,5,5,4,5,4,1,4,4,2,2,1,4,2,4,3,1,5,4,1,4,4,5,5,4,4,4,4,5,2,2,4,1,5,4,3,4,4,4,1,5,4,5,4,4,2,4,2,4,5,1,3,4,2,1,19,1,,1,,2,1,1
25/02/2022 18:58,25/02/2022 19:02,0,100,273,1,25/02/2022 19:02,R_3HAJ9wDTM0yRw0y,anonymous,EN,1,PR12 : DSM IV,5,2,2,2,4,5,4,3,2,5,1,2,3,5,3,1,3,4,4,5,2,4,4,5,1,3,4,5,1,3,1,5,4,5,4,2,3,3,5,3,3,3,3,2,3,5,2,2,1,3,5,5,2,4,2,5,2,5,4,4,35,3,Non-binary,4,,0,1,3
01/03/2022 02:01,01/03/2022 02:17,0,100,972,1,01/03/2022 02:17,R_2rHpsnc35iN2xnS,anonymous,EN,1,PR01 : Shycology,2,5,4,5,1,4,5,2,5,5,2,1,5,1,5,2,1,4,2,4,4,1,4,5,2,5,5,1,5,1,2,5,4,2,4,2,1,2,2,5,4,2,5,5,1,4,1,4,2,2,1,5,4,4,1,4,5,1,1,5,46,2,,1,,1,2,1
01/03/2022 02:14,01/03/2022 02:22,0,100,463,1,01/03/2022 02:22,R_2BhQaUaafPCr9Hs,anonymous,EN,1,PR08 : Artificial Intelligence,4,4,2,1,2,2,4,3,2,4,2,2,4,4,2,2,5,4,4,4,3,1,3,2,2,2,4,2,2,2,4,4,4,4,4,2,2,4,3,4,4,3,4,1,2,4,2,2,2,2,3,4,4,4,2,3,4,2,4,2,20,2,,1,,2,2,1
01/03/2022 02:10,01/03/2022 02:24,0,100,832,1,01/03/2022 02:24,R_2ZWGmNQzbnmZGDA,anonymous,EN,1,PR09 : Psychosocialising,5,5,4,4,2,4,5,2,4,4,1,4,5,2,3,2,2,4,2,4,4,1,4,4,1,4,5,4,5,2,2,5,2,1,4,2,2,4,2,4,4,2,5,5,1,5,2,4,5,4,2,4,4,1,3,4,4,5,1,4,55,1,,1,,0,1,4
01/03/2022 02:23,01/03/2022 02:26,0,100,191,1,01/03/2022 02:26,R_1I5ZgGzDTLewdlN,anonymous,EN,1,PR08 : Artificial Intelligence,3,4,2,2,2,2,4,2,4,4,2,2,4,2,3,2,2,5,3,4,3,1,2,4,3,3,4,2,4,3,4,4,4,4,4,2,2,4,2,4,4,4,4,4,2,4,2,5,2,1,2,4,4,2,4,4,4,2,2,4,20,2,,1,,1,2,1
01/03/2022 02:24,01/03/2022 02:37,0,100,791,1,01/03/2022 02:37,R_2uBxtz96UpXGm8P,anonymous,EN,1,PR09 : The psychologists,1,5,4,1,5,1,5,5,1,5,4,5,2,4,4,4,1,2,4,1,1,1,5,1,5,5,1,4,1,5,5,5,2,5,4,5,1,2,5,4,1,5,4,5,1,3,1,4,1,5,5,5,4,4,2,4,4,4,3,4,59,2,,1,,2,1,1
01/03/2022 02:34,01/03/2022 02:39,0,100,255,1,01/03/2022 02:39,R_2EiuXxUZL4bidNI,anonymous,EN,1,PR09 : Pavlov's Puppies,5,5,3,3,2,2,5,4,3,5,2,4,3,4,4,2,1,4,2,4,2,1,5,2,2,3,5,2,1,1,2,5,2,5,5,3,1,4,5,5,3,4,5,2,2,4,1,5,1,1,3,5,4,5,2,4,5,2,5,4,19,2,,1,,1,1,1
01/03/2022 02:40,01/03/2022 02:45,0,100,348,1,01/03/2022 02:45,R_2ALSkohx0kLGYh5,anonymous,EN,1,PR06 : no Freud-ulent data here,5,5,4,4,4,2,5,2,4,5,4,4,5,2,5,1,1,2,3,4,4,1,2,2,3,2,4,4,4,3,2,5,2,2,3,3,2,5,2,4,4,3,5,4,1,5,1,2,4,2,3,5,5,2,1,5,4,4,1,5,17,2,,1,,1,1,1
01/03/2022 02:28,01/03/2022 02:48,0,100,1198,1,01/03/2022 02:48,R_0UHV1Fy4WGMcxW1,anonymous,EN,1,PR05 : untidyverse,2,4,4,2,1,2,4,4,3,4,2,3,3,2,4,2,2,2,4,5,2,1,4,1,2,4,4,4,2,1,4,4,2,5,4,4,3,4,4,2,3,4,4,2,2,3,2,2,1,1,4,4,4,4,2,4,4,4,4,3,18,2,,3,,2,3,3
01/03/2022 02:45,01/03/2022 02:49,0,100,238,1,01/03/2022 02:49,R_1jiUgniLohjZQg0,anonymous,EN,1,PR06 : Freud Eggs,4,2,2,5,4,5,4,2,4,4,2,2,5,1,4,2,4,4,2,1,4,1,2,5,2,5,2,2,5,2,2,4,5,1,4,2,2,5,1,3,3,2,5,5,2,5,5,1,4,1,2,5,5,2,4,3,2,2,1,4,20,2,,1,,1,2,1
23/02/2022 08:41,01/03/2022 02:50,0,100,497326,1,01/03/2022 02:50,R_2fpoOnwEZN1DLJ0,anonymous,EN,1,PR09 : emoji,4,4,2,2,1,3,3,4,2,4,2,4,4,4,4,2,2,4,4,4,4,4,4,2,1,2,2,4,2,2,4,3,4,4,4,2,4,2,4,4,4,4,3,2,2,4,4,2,2,1,2,3,3,4,2,4,2,4,4,4,22,2,,1,,0,1,1
01/03/2022 02:47,01/03/2022 02:52,0,100,271,1,01/03/2022 02:52,R_3mf6uJhxmDwQkf7,anonymous,EN,1,PR09 : Psychosocialising,5,5,5,2,3,3,5,3,5,5,1,4,3,5,1,1,5,1,3,1,5,5,3,5,5,3,1,1,1,1,1,5,1,5,5,2,4,3,4,5,5,5,4,1,1,5,2,5,5,5,1,5,3,1,3,5,3,5,5,5,23,2,,1,,2,1,1
01/03/2022 02:45,01/03/2022 02:56,0,100,612,1,01/03/2022 02:56,R_1OPQZwBOX1qawQL,anonymous,EN,1,PR06 : The Best Psychology Students (BPS),3,4,4,1,3,2,4,4,2,5,2,4,3,4,3,4,4,4,3,4,1,2,4,2,2,4,5,4,1,2,4,4,2,5,4,4,2,3,4,4,2,4,4,2,2,4,2,4,1,2,4,4,3,4,3,4,4,3,4,3,18,2,,3,,2,1,4
01/03/2022 02:52,01/03/2022 02:57,0,100,300,1,01/03/2022 02:57,R_1OV9gGoXG78D0uf,anonymous,EN,1,PR08 : The Bobo Doll's,4,4,4,2,2,3,5,4,2,5,4,4,5,4,2,3,2,2,4,4,4,2,5,5,1,3,1,3,3,1,2,4,2,4,4,2,4,2,2,4,2,5,4,4,1,4,3,3,3,2,2,4,4,2,3,2,2,4,4,3,20,2,,1,,1,2,1
01/03/2022 02:56,01/03/2022 03:12,0,100,929,1,01/03/2022 03:12,R_3j2JEGc6ZHDeKKE,anonymous,EN,1,PR07 : Freud Eggs,5,5,1,4,2,5,5,4,5,5,1,4,5,4,5,4,5,5,4,2,5,4,2,4,1,1,5,2,5,1,2,5,5,4,5,2,4,5,2,4,5,5,5,5,1,5,2,1,2,2,2,5,5,2,1,5,5,4,4,5,18,1,,1,,2,2,1
01/03/2022 03:06,01/03/2022 03:13,0,100,419,1,01/03/2022 03:13,R_1QGuVPOjFpmo4TW,anonymous,EN,1,PR08 : Pink Freud,4,5,1,2,2,4,5,3,4,5,2,4,4,4,4,2,1,5,4,2,4,2,4,4,1,4,4,4,4,3,4,3,5,5,3,3,2,4,3,5,5,3,3,4,4,5,3,2,1,2,3,5,2,3,2,4,2,1,4,3,18,1,,1,,1,1,1
01/03/2022 03:08,01/03/2022 03:16,0,100,480,1,01/03/2022 03:17,R_zeTqQEQ6oAWPECl,anonymous,EN,1,PR03 : The Co Dependant Variables,4,5,5,2,2,2,4,4,2,5,1,1,4,4,2,2,1,2,4,5,2,2,5,4,1,1,5,2,2,2,4,4,3,4,5,2,4,2,4,4,4,4,4,2,2,5,1,3,1,1,4,5,1,4,2,4,5,2,4,3,20,2,,2,,2,3,3
01/03/2022 03:12,01/03/2022 03:18,0,100,370,1,01/03/2022 03:18,R_Atx5qdCNeXVsFTH,anonymous,EN,1,PR14 : The Four Ventricles,4,4,1,4,3,4,5,2,2,5,2,3,4,3,3,2,4,3,2,2,4,2,2,3,2,2,2,2,2,2,2,4,5,2,4,3,2,4,2,2,4,2,4,4,3,4,2,1,4,3,3,5,4,1,4,4,2,2,2,4,18,2,,1,,1,1,1
01/03/2022 03:15,01/03/2022 03:19,0,100,260,1,01/03/2022 03:19,R_2dEoC3a396SzWfY,anonymous,EN,1,PR14 : The Four Ventricles,5,5,1,5,3,3,5,5,4,3,1,2,4,5,3,1,1,4,4,1,4,1,4,4,4,3,5,4,3,5,2,5,5,1,4,2,4,5,2,5,4,3,5,5,1,5,3,2,2,5,4,4,4,1,4,5,4,4,3,4,18,2,,1,,0,1,1
01/03/2022 03:16,01/03/2022 03:20,0,100,249,1,01/03/2022 03:20,R_b3kA77XOkpLECSR,anonymous,EN,1,PR06 : psych squad,2,4,5,1,1,2,5,5,1,5,2,5,5,5,5,5,2,5,5,5,5,2,5,1,1,2,1,4,1,1,4,5,1,5,5,2,2,1,5,5,5,4,4,5,1,4,5,5,1,2,4,5,2,5,2,5,5,4,5,5,18,2,,2,,1,2,3
01/03/2022 03:15,01/03/2022 03:20,0,100,309,1,01/03/2022 03:20,R_3CGSYAerIxuydoA,anonymous,EN,1,PR06 : psych squad,4,5,2,1,4,4,5,3,4,4,4,4,5,5,4,3,5,4,5,3,3,5,5,4,2,5,5,4,1,3,4,4,4,5,4,2,4,5,5,5,4,5,5,2,1,3,1,2,1,3,4,5,5,4,2,4,1,4,5,3,18,2,,1,,1,2,1
01/03/2022 03:16,01/03/2022 03:20,0,100,216,1,01/03/2022 03:20,R_3qPTd5GNLlo2KqQ,anonymous,EN,1,PR14 : The Four Ventricles,4,4,4,5,2,3,4,4,5,5,4,4,4,4,4,3,4,4,5,4,2,2,3,2,4,2,4,4,2,3,4,4,4,4,5,4,3,4,4,4,3,4,3,5,2,3,2,4,2,2,3,4,4,4,5,3,4,5,3,3,19,1,,1,,2,1,1
01/03/2022 03:16,01/03/2022 03:20,0,100,261,1,01/03/2022 03:20,R_3FVepMG412v1n1g,anonymous,EN,1,PR14 : The Four Ventricles,4,5,5,1,1,4,5,4,1,5,2,4,4,4,5,1,5,1,4,5,5,2,5,2,1,2,2,4,1,1,4,4,1,5,5,2,3,2,5,4,4,4,5,2,1,5,3,4,1,1,2,5,2,5,2,5,4,5,5,5,19,2,,2,,3,1,2
01/03/2022 03:08,01/03/2022 03:20,0,100,758,1,01/03/2022 03:20,R_x6my5Pqb4B2m1O1,anonymous,EN,1,PR01 : Pavlov's Puppies,4,4,4,4,1,2,5,5,2,5,1,5,5,4,4,4,1,3,1,5,1,1,4,5,2,5,2,1,2,2,4,5,4,4,5,2,1,2,5,5,1,4,5,4,2,2,2,1,3,1,4,5,4,4,1,4,3,1,3,4,29,2,,1,,1,2,1
25/02/2022 16:50,25/02/2022 21:58,0,100,18488,1,25/02/2022 21:58,R_3M9Hrfz9fS6hl0f,anonymous,EN,1,PR12 : DSM IV,2,5,5,1,4,1,5,4,4,3,4,4,4,4,5,4,1,3,5,4,4,1,5,1,4,5,5,4,1,4,4,5,2,5,5,3,4,4,5,4,2,4,4,3,3,3,1,2,1,1,2,4,4,5,1,4,5,4,3,5,25,3,Budding Non-Binary,5,On the asexual spectrum,3,2,4
01/03/2022 03:16,01/03/2022 03:22,0,100,376,1,01/03/2022 03:22,R_Xoo8W7cElWBtvmV,anonymous,EN,1,PR14 : The Four Ventricles,4,4,2,1,4,4,4,5,2,3,2,5,4,4,2,2,4,5,4,3,4,4,4,1,4,4,1,4,2,2,4,2,4,5,4,3,4,2,4,3,2,2,4,2,3,4,2,4,1,3,4,3,2,4,3,2,1,4,4,2,19,2,,1,,1,1,1
01/03/2022 03:14,01/03/2022 03:24,0,100,586,1,01/03/2022 03:24,R_2vicqaKtzE4Gj9O,anonymous,EN,1,PR14 : The Four Ventricles,5,5,2,4,2,4,5,3,5,4,5,2,4,3,4,1,5,4,4,4,4,3,1,5,4,4,5,4,4,3,4,5,4,2,5,3,1,4,1,3,4,2,5,3,1,5,4,2,5,1,4,5,4,1,2,4,5,4,3,4,55,2,,1,,1,,1
01/03/2022 03:21,01/03/2022 03:25,0,100,240,1,01/03/2022 03:25,R_24cp5harqGhJPkY,anonymous,EN,1,PR09 : emoji,3,3,3,3,3,4,2,3,3,1,2,4,3,3,2,4,4,4,2,3,4,4,2,2,3,4,3,4,4,3,2,3,2,2,3,4,2,4,3,3,2,4,3,2,3,2,3,3,3,2,3,4,2,3,3,4,2,4,3,3,20,1,,1,,0,1,1
01/03/2022 03:21,01/03/2022 03:27,0,100,334,1,01/03/2022 03:27,R_2scfUaSQpAWADuE,anonymous,EN,1,PR06 : psych squad,4,5,3,1,3,3,4,5,2,4,2,5,4,5,3,2,4,2,4,3,2,4,5,1,5,5,5,4,3,4,4,5,4,5,4,4,2,4,4,5,4,4,4,2,3,5,2,2,1,2,4,5,1,4,2,5,3,5,4,1,19,2,,1,,0,1,1
01/03/2022 03:20,01/03/2022 03:28,0,100,472,1,01/03/2022 03:28,R_3Jx9viq1U58mIQT,anonymous,EN,1,PR14 : The Four Ventricles,5,3,5,4,4,4,5,2,3,4,2,4,5,2,4,2,2,5,4,1,5,1,2,5,2,1,3,4,5,2,2,4,2,3,4,2,3,4,2,5,3,5,4,5,2,4,2,2,4,5,1,4,5,2,5,4,2,4,1,4,17,1,,1,,2,2,1
01/03/2022 03:23,01/03/2022 03:29,0,100,331,1,01/03/2022 03:29,R_22DmrC5QbYziCSv,anonymous,EN,1,PR12 : DSM IV,2,5,1,2,2,2,5,3,2,4,3,2,4,2,4,4,1,4,2,5,1,1,4,4,2,4,4,2,4,1,4,5,4,3,5,5,1,4,4,5,3,3,5,4,1,2,2,1,2,3,4,5,4,3,2,2,3,2,3,4,27,2,,4,,1,2,1
01/03/2022 03:24,01/03/2022 03:30,0,100,367,1,01/03/2022 03:30,R_2CKwa1Y5nKZejXb,anonymous,EN,1,PR14 : The Four Ventricles,5,4,1,2,2,5,5,2,4,4,4,2,4,2,4,1,1,4,4,3,5,2,2,2,3,1,2,2,2,2,1,4,5,4,4,2,2,5,4,4,4,4,4,3,2,5,4,1,1,4,1,5,5,4,2,4,3,4,3,4,19,2,,1,,1,2,1
01/03/2022 03:19,01/03/2022 03:31,0,100,720,1,01/03/2022 03:31,R_3EuOk5m2XiquMsk,anonymous,EN,1,PR06 : psych squad,3,5,4,1,2,2,5,4,2,3,2,3,4,4,4,3,1,4,5,3,2,2,5,3,5,2,2,2,1,2,5,5,3,5,4,3,2,3,3,4,2,4,5,2,1,3,2,3,1,4,5,4,3,3,3,3,5,3,5,4,19,2,,2,,1,1,2
01/03/2022 03:28,01/03/2022 03:33,0,100,299,1,01/03/2022 03:33,R_PNJlNMLqpEpsrW9,anonymous,EN,1,PR14 : The Four Ventricles,4,4,3,3,2,2,4,4,4,5,2,3,4,4,4,3,2,4,4,4,3,4,4,3,2,2,4,4,2,2,4,3,2,4,4,3,4,4,4,4,4,4,2,3,1,3,3,4,5,3,2,4,4,4,4,4,3,4,3,5,19,2,,1,,2,3,2
01/03/2022 03:27,01/03/2022 03:33,0,100,353,1,01/03/2022 03:33,R_wLvQbOlImwfrKJX,anonymous,EN,1,PR14 : The Four Ventricles,4,4,4,2,2,4,5,4,4,4,1,4,4,3,3,4,5,3,4,5,2,2,5,3,2,4,2,4,2,2,4,4,4,5,5,4,2,3,4,4,3,2,4,4,1,4,1,2,2,1,4,5,4,4,2,3,4,2,4,3,20,2,,1,,3,1,1
01/03/2022 03:32,01/03/2022 03:40,0,100,483,1,01/03/2022 03:40,R_1Nylm6jGFqSbG3U,anonymous,EN,1,PR14 : The Four Ventricles,2,4,1,4,4,2,5,2,4,4,2,4,5,4,4,4,1,4,4,3,1,4,4,2,2,1,4,2,2,3,5,4,4,4,4,3,4,4,4,4,3,3,4,2,3,2,2,1,1,4,4,5,5,4,4,4,2,2,4,2,52,2,,1,,2,2,1
22/02/2022 03:39,22/02/2022 03:40,0,18,95,0,01/03/2022 03:40,R_2SuYz4WDTx078UY,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 03:34,01/03/2022 03:43,0,100,533,1,01/03/2022 03:43,R_2YKYD6mhMkOkhdj,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",3,4,3,2,5,4,3,4,2,4,4,4,5,4,4,2,4,2,3,2,3,3,4,2,4,2,2,2,4,3,2,4,2,4,2,2,3,3,4,3,2,5,4,4,3,4,2,3,2,5,3,4,3,3,4,4,2,4,2,2,52,2,,1,,11,,1
01/03/2022 03:36,01/03/2022 03:44,0,100,432,1,01/03/2022 03:44,R_2urhX2DcGzBlFvE,anonymous,EN,1,PR14 : The Four Ventricles,5,4,3,3,4,3,4,4,5,4,1,2,3,2,3,3,5,2,3,3,4,2,5,4,2,3,5,4,4,4,4,3,3,4,4,2,4,1,3,3,4,1,5,5,3,5,1,4,1,4,4,5,3,1,4,4,5,4,3,3,18,2,,1,,2,1,1
01/03/2022 03:35,01/03/2022 03:44,0,100,531,1,01/03/2022 03:44,R_22SvDMlLNIYauCd,anonymous,EN,1,PR06 : psych squad,2,4,2,1,2,2,4,4,2,4,2,4,4,5,4,5,2,5,4,5,2,4,4,2,2,5,3,4,1,2,5,4,3,5,4,3,4,4,5,4,2,4,4,4,1,3,2,2,1,1,4,4,2,4,2,3,2,3,4,4,18,2,,1,,2,2,1
01/03/2022 03:48,01/03/2022 03:54,0,100,397,1,01/03/2022 03:54,R_3MMbnvXMn5AVmlw,anonymous,EN,1,PR06 : psych squad,4,4,2,1,2,2,4,3,3,4,2,3,4,4,2,4,5,4,5,3,2,1,5,4,1,4,5,2,2,2,4,4,4,4,4,4,3,4,4,5,2,5,4,3,2,4,2,4,1,2,4,4,3,4,2,3,3,4,4,2,18,2,,1,,2,2,1
